;kamera1;kamera2;kamera1_koord;kamera2_koord;distance;duration
7661;F58;F49;47.348734, 19.120951;48.1426427598, 19.8152150078;133882;5474
7662;F58;F50;47.348734, 19.120951;48.0690258518, 19.2623480794;117254;4921
7663;F58;F51;47.348734, 19.120951;48.0794121975, 19.3191435939;123383;5383
7664;F58;F52;47.348734, 19.120951;46.7540706013, 21.4327698605;223822;9032
7665;F58;F53;47.348734, 19.120951;46.2648471088, 21.0934356268;243361;8953
7666;F58;F54;47.348734, 19.120951;47.3000376989, 21.5558389074;217779;8849
7667;F58;F55;47.348734, 19.120951;47.3981145129, 19.3601850460;25202;1034
7668;F58;F56;47.348734, 19.120951;47.4059475850, 16.5285647459;237491;8925
7669;F58;F57;47.348734, 19.120951;47.2476159053, 16.4811625856;244795;8646
7670;F58;F58;47.348734, 19.120951;47.348734, 19.120951;0;0
7671;F58;F59;47.348734, 19.120951;47.142844, 18.531573;73377;2663
7672;F58;Gy1B;47.348734, 19.120951;47.474802619374, 18.852435494437;37209;1514
7673;F58;Gy1J;47.348734, 19.120951;47.471964836026, 18.858080126141;37738;1532
7674;F58;Gy2B;47.348734, 19.120951;47.612770144674, 18.353556331481;74992;2665
7675;F58;Gy2J;47.348734, 19.120951;47.683114431378, 18.003415637292;107977;3883
7676;F58;Gy3B;47.348734, 19.120951;47.684437713539, 17.835527389107;115572;3981
7677;F58;Gy3J;47.348734, 19.120951;47.6844259551, 17.83587320896;115546;3980
7678;F58;Gy4B;47.348734, 19.120951;47.878391089477, 17.202565947927;174756;5961
7679;F58;Gy4J;47.348734, 19.120951;47.878249198926, 17.20284198652;174730;5960
7680;F58;Gy6B;47.348734, 19.120951;47.602227193286, 19.283884218405;48690;1787
7681;F58;Gy6J;47.348734, 19.120951;47.593511108609, 19.210992980928;51198;1857
7682;F58;Gy7B;47.348734, 19.120951;47.731817779639, 19.96258985111;120307;4035
7683;F58;Gy7J;47.348734, 19.120951;47.732635548066, 19.949321966416;95602;3219
7684;F58;Gy8B;47.348734, 19.120951;47.848589776483, 21.067835868077;187296;5999
7685;F58;Gy8J;47.348734, 19.120951;47.861450724727, 21.043855642447;184992;5925
7686;F58;Gy9B;47.348734, 19.120951;47.902948731815, 21.569037024339;248780;7988
7687;F58;Gy9J;47.348734, 19.120951;47.899315872821, 21.548572633098;231615;7367
7688;F58;Gy10B;47.348734, 19.120951;48.050402819184, 20.851648270691;189998;6102
7689;F58;Gy10J;47.348734, 19.120951;48.048597304585, 20.852645963515;189784;6095
7690;F58;Gy11B;47.348734, 19.120951;47.618814282026, 21.517286368554;233390;7431
7691;F58;Gy11J;47.348734, 19.120951;47.61860051674, 21.517389377156;233415;7432
7692;F58;Gy12B;47.348734, 19.120951;46.28526689547, 20.25356092992;163374;5378
7693;F58;Gy13B;47.348734, 19.120951;47.310577659191, 19.2720015943;16393;642
7694;F58;Gy13J;47.348734, 19.120951;47.310726596496, 19.271736511801;16367;641
7695;F58;Gy14B;47.348734, 19.120951;47.018953622415, 19.59270077956;57294;1955
7696;F58;Gy14J;47.348734, 19.120951;47.018760105536, 19.59289269823;57320;1956
7697;F58;Gy15B;47.348734, 19.120951;46.866126652938, 19.645370179317;80624;2774
7698;F58;Gy15J;47.348734, 19.120951;46.866126652938, 19.645370179317;80624;2774
7699;F58;Gy16B;47.348734, 19.120951;46.254056752729, 20.037780560567;151793;4954
7700;F58;Gy16J;47.348734, 19.120951;46.254289780273, 20.037809455218;151767;4954
7701;F58;Gy17B;47.348734, 19.120951;47.354805101314, 18.903312087371;23644;960
7702;F58;Gy17J;47.348734, 19.120951;47.354584280523, 18.903248756673;23669;961
7703;F58;Gy18B;47.348734, 19.120951;47.062438439262, 18.883476038175;59903;2058
7704;F58;Gy18J;47.348734, 19.120951;47.062224216813, 18.883576090608;59928;2059
7705;F58;Gy19B;47.348734, 19.120951;46.445983362048, 18.706391141658;134930;4299
7706;F58;Gy19J;47.348734, 19.120951;46.445546354166, 18.706516762083;134979;4301
7707;F58;Gy20B;47.348734, 19.120951;46.063865148399, 18.579774412582;200525;6417
7708;F58;Gy20J;47.348734, 19.120951;46.063700607621, 18.579535592077;200499;6417
7709;F58;Gy21B;47.348734, 19.120951;47.423027828361, 18.886551751725;28283;1181
7710;F58;Gy21J;47.348734, 19.120951;47.343748133722, 18.791711071512;40393;1557
7711;F58;Gy22B;47.348734, 19.120951;47.031256467729, 18.270258885827;90214;3064
7712;F58;Gy22J;47.348734, 19.120951;47.031397673561, 18.270531556193;90189;3063
7713;F58;Gy23B;47.348734, 19.120951;46.810132410668, 17.83695083105;140188;4690
7714;F58;Gy23J;47.348734, 19.120951;46.881273600414, 17.985593118956;118737;3949
7715;F58;Gy24B;47.348734, 19.120951;46.682081838166, 17.370049702348;180779;5974
7716;F58;Gy24J;47.348734, 19.120951;46.685347295949, 17.387656451782;182176;6018
7717;F58;Gy25B;47.348734, 19.120951;46.44171667261, 16.810656899812;232707;7627
7718;F58;Gy25J;47.348734, 19.120951;46.441965611122, 16.811198315858;232657;7625
7719;F58;Gy26B;47.348734, 19.120951;46.908495716101, 18.939777323335;80650;2742
7720;F58;Gy26J;47.348734, 19.120951;46.908565366842, 18.939424208168;80622;2741
7721;F58;Gy27J;47.348734, 19.120951;46.351813245779, 18.886396647804;154707;4975
7722;F58;Gy28B;47.348734, 19.120951;47.246161, 18.649078;66520;2417
7723;F58;Gy28J;47.348734, 19.120951;47.246194, 18.648449;51939;1870
7724;F58;Gy29B;47.348734, 19.120951;47.690797, 17.522883;164437;5667
7725;F58;Gy30B;47.348734, 19.120951;47.615748, 19.346989;47186;1719
7726;F58;Gy31B;47.348734, 19.120951;47.671580, 19.634506;70374;2448
7727;F58;Gy31J;47.348734, 19.120951;47.671580, 19.634506;70374;2448
7728;F58;Gy32B;47.348734, 19.120951;47.361165, 19.219698;14193;615
7729;F58;Gy32J;47.348734, 19.120951;47.362003, 19.222118;11075;459
7730;F58;Gy33B;47.348734, 19.120951;47.598917, 19.126993;52845;1988
7731;F58;Gy33J;47.348734, 19.120951;47.588365, 19.143022;48638;1769
7732;F58;Gy34B;47.348734, 19.120951;47.9170992883, 17.1225847247;187970;6626
7733;F58;Gy34J;47.348734, 19.120951;47.9105799674, 17.1336359154;181138;6176
7734;F58;Gy35B;47.348734, 19.120951;46.2165172448, 20.7363822270;208343;7520
7735;F58;Gy35J;47.348734, 19.120951;46.2154648690, 20.7062448209;200009;6627
7736;F58;Gy36B;47.348734, 19.120951;46.5109208466, 16.5523413490;281010;9369
7737;F58;Gy36J;47.348734, 19.120951;46.5110973558, 16.5519989224;258143;8491
7738;F58;Gy37B;47.348734, 19.120951;47.6932, 19.1723;71878;2635
7739;F58;Gy37J;47.348734, 19.120951;47.643, 19.1646;55973;2044
7740;F59;F1;47.142844, 18.531573;47.736861467104, 18.369289524965;122310;4738
7741;F59;F2;47.142844, 18.531573;47.725765423977, 18.046694497329;86091;4498
7742;F59;F3;47.142844, 18.531573;47.884396938888, 17.241676802774;137950;6635
7743;F59;F4;47.142844, 18.531573;47.934507652422, 19.139606641347;128489;5894
7744;F59;F5;47.142844, 18.531573;48.437441677622, 21.183738300599;311960;10273
7745;F59;F6;47.142844, 18.531573;47.152434273387, 20.196192733715;168041;5732
7746;F59;F7;47.142844, 18.531573;48.343852343168, 22.129595653448;379726;12872
7747;F59;F8;47.142844, 18.531573;46.231269471029, 20.081542735727;225969;7525
7748;F59;F9;47.142844, 18.531573;45.967191886124, 17.524083222114;189188;7496
7749;F59;F10;47.142844, 18.531573;46.437667890627, 16.747927021544;176934;5970
7750;F59;F11;47.142844, 18.531573;46.974156304231, 16.379539316509;191475;8221
7751;F59;F12;47.142844, 18.531573;47.82243068262, 18.98717170425;120861;5516
7752;F59;F13;47.142844, 18.531573;47.683196594979, 18.097306861786;77604;3889
7753;F59;F14;47.142844, 18.531573;47.745363022052, 17.647400881226;113135;5224
7754;F59;F15;47.142844, 18.531573;48.031849194332, 19.807710583946;187726;6877
7755;F59;F16;47.142844, 18.531573;48.25793719325, 20.350423487823;268953;11007
7756;F59;F17;47.142844, 18.531573;48.293129223365, 20.448498019056;276656;11155
7757;F59;F18;47.142844, 18.531573;47.60481625158, 20.779148307593;233830;8435
7758;F59;F19;47.142844, 18.531573;47.913879672699, 21.073258954162;260508;8647
7759;F59;F20;47.142844, 18.531573;48.376345640262, 21.633176054916;339028;12001
7760;F59;F21;47.142844, 18.531573;48.066597247215, 21.53206912197;330024;10973
7761;F59;F22;47.142844, 18.531573;48.089160008212, 22.27659217874;367027;11734
7762;F59;F23;47.142844, 18.531573;47.144221988453, 21.675450249618;292644;11386
7763;F59;F24;47.142844, 18.531573;46.167056244213, 20.627359497593;270360;9202
7764;F59;F25;47.142844, 18.531573;46.876397341333, 20.022332770319;169356;6291
7765;F59;F26;47.142844, 18.531573;46.655024556317,21.225962687052;273632;10056
7766;F59;F27B;47.142844, 18.531573;46.379079490009, 20.248264839326;239545;8139
7767;F59;F27J;47.142844, 18.531573;46.378973739396, 20.247963372239;239571;8140
7768;F59;F28;47.142844, 18.531573;47.526258855137, 21.919988317573;337833;12061
7769;F59;F29;47.142844, 18.531573;47.857086975049, 22.637265932974;390856;13670
7770;F59;F30;47.142844, 18.531573;46.803526155586, 18.928004380753;59072;2584
7771;F59;F31;47.142844, 18.531573;46.263345770897, 19.533663359931;141882;7000
7772;F59;F32;47.142844, 18.531573;46.201513590529, 18.820681199919;141249;4919
7773;F59;F33;47.142844, 18.531573;45.971233620929, 18.673734618994;168526;5805
7774;F59;F34;47.142844, 18.531573;45.8784138959, 18.236275560019;205089;7119
7775;F59;F35;47.142844, 18.531573;46.058445164555, 17.448098903741;186781;7449
7776;F59;F36;47.142844, 18.531573;46.702458506694, 16.788524126318;172528;6652
7777;F59;F37;47.142844, 18.531573;47.635056880418, 16.652330516763;181541;7848
7778;F59;F38;47.142844, 18.531573;46.811901582638, 16.565857119342;205452;8109
7779;F59;F39;47.142844, 18.531573;47.288863417887, 16.610039047667;179082;7704
7780;F59;F40;47.142844, 18.531573;47.245496499058, 16.534248410882;183358;7898
7781;F59;F41;47.142844, 18.531573;47.910361887547, 17.251715607309;140224;6759
7782;F59;F42;47.142844, 18.531573;46.195044659138, 20.448144697766;252604;8689
7783;F59;F43;47.142844, 18.531573;46.683815901125, 20.183667378285;201051;7153
7784;F59;F45BJ;47.142844, 18.531573;47.11432337191, 17.848645761646;67043;2863
7785;F59;F46B;47.142844, 18.531573;47.653403571486, 17.416396700878;113157;5491
7786;F59;F46J;47.142844, 18.531573;47.653506839605, 17.416740354468;113128;5490
7787;F59;F47B;47.142844, 18.531573;47.297160417543, 16.832093255331;160069;6991
7788;F59;F47J;47.142844, 18.531573;47.297002459483, 16.831835285078;160095;6992
7789;F59;F48;47.142844, 18.531573;48.0530521654, 19.0114679159;146961;6888
7790;F59;F49;47.142844, 18.531573;48.1426427598, 19.8152150078;200806;7665
7791;F59;F50;47.142844, 18.531573;48.0690258518, 19.2623480794;149593;6956
7792;F59;F51;47.142844, 18.531573;48.0794121975, 19.3191435939;155722;7417
7793;F59;F52;47.142844, 18.531573;46.7540706013, 21.4327698605;290746;11223
7794;F59;F53;47.142844, 18.531573;46.2648471088, 21.0934356268;310285;11144
7795;F59;F54;47.142844, 18.531573;47.3000376989, 21.5558389074;284703;11040
7796;F59;F55;47.142844, 18.531573;47.3981145129, 19.3601850460;92125;3225
7797;F59;F56;47.142844, 18.531573;47.4059475850, 16.5285647459;194277;8542
7798;F59;F57;47.142844, 18.531573;47.2476159053, 16.4811625856;187463;8061
7799;F59;F58;47.142844, 18.531573;47.348734, 19.120951;71344;2489
7800;F59;F59;47.142844, 18.531573;47.142844, 18.531573;0;0
