kamera1;kamera2;kamera1_koord;kamera2_koord
Gy18B;Gy18J;47.062438439262, 18.883476038175;47.062224216813, 18.883576090608
Gy18B;Gy19J;47.062438439262, 18.883476038175;46.445546354166, 18.706516762083
Gy18B;Gy1B;47.062438439262, 18.883476038175;47.474802619374, 18.852435494437
Gy18B;Gy1J;47.062438439262, 18.883476038175;47.471964836026, 18.858080126141
Gy18B;Gy21B;47.062438439262, 18.883476038175;47.423027828361, 18.886551751725
Gy18B;Gy21J;47.062438439262, 18.883476038175;47.343748133722, 18.791711071512
Gy18B;Gy22B;47.062438439262, 18.883476038175;47.031256467729, 18.270258885827
Gy18B;Gy22J;47.062438439262, 18.883476038175;47.031397673561, 18.270531556193
Gy18B;Gy23B;47.062438439262, 18.883476038175;46.810132410668, 17.83695083105
Gy18B;Gy23J;47.062438439262, 18.883476038175;46.881273600414, 17.985593118956
Gy18B;Gy24B;47.062438439262, 18.883476038175;46.682081838166, 17.370049702348
Gy18B;Gy25J;47.062438439262, 18.883476038175;46.441965611122, 16.811198315858
Gy18B;Gy26B;47.062438439262, 18.883476038175;46.908495716101, 18.939777323335
Gy18B;Gy26J;47.062438439262, 18.883476038175;46.908565366842, 18.939424208168
Gy18B;Gy27J;47.062438439262, 18.883476038175;46.351813245779, 18.886396647804
Gy18B;Gy28B;47.062438439262, 18.883476038175;47.246161, 18.649078
Gy18B;Gy28J;47.062438439262, 18.883476038175;47.246194, 18.648449
Gy18B;Gy29B;47.062438439262, 18.883476038175;47.690797, 17.522883
Gy18B;Gy2J;47.062438439262, 18.883476038175;47.683114431378, 18.003415637292
Gy18B;Gy30B;47.062438439262, 18.883476038175;47.615748, 19.346989
Gy18B;Gy31B;47.062438439262, 18.883476038175;47.671580, 19.634506
Gy18B;Gy31J;47.062438439262, 18.883476038175;47.671580, 19.634506
Gy18B;Gy32B;47.062438439262, 18.883476038175;47.361165, 19.219698
Gy18B;Gy32J;47.062438439262, 18.883476038175;47.362003, 19.222118
Gy18B;Gy34B;47.062438439262, 18.883476038175;47.9170992883, 17.1225847247
Gy18B;Gy34J;47.062438439262, 18.883476038175;47.9105799674, 17.1336359154
Gy18B;Gy37B;47.062438439262, 18.883476038175;47.6932, 19.1723
Gy18B;Gy37J;47.062438439262, 18.883476038175;47.643, 19.1646
Gy18B;Gy3J;47.062438439262, 18.883476038175;47.6844259551, 17.83587320896
Gy18B;Gy4B;47.062438439262, 18.883476038175;47.878391089477, 17.202565947927
Gy18B;Gy6J;47.062438439262, 18.883476038175;47.593511108609, 19.210992980928
Gy18B;Gy7B;47.062438439262, 18.883476038175;47.731817779639, 19.96258985111
Gy18B;Gy7J;47.062438439262, 18.883476038175;47.732635548066, 19.949321966416
Gy18B;Gy8J;47.062438439262, 18.883476038175;47.861450724727, 21.043855642447
Gy18J;F1;47.062224216813, 18.883576090608;47.736861467104, 18.369289524965
Gy18J;F10;47.062224216813, 18.883576090608;46.437667890627, 16.747927021544
Gy18J;F13;47.062224216813, 18.883576090608;47.683196594979, 18.097306861786
Gy18J;F14;47.062224216813, 18.883576090608;47.745363022052, 17.647400881226
Gy18J;F2;47.062224216813, 18.883576090608;47.725765423977, 18.046694497329
Gy18J;F3;47.062224216813, 18.883576090608;47.884396938888, 17.241676802774
Gy18J;F30;47.062224216813, 18.883576090608;46.803526155586, 18.928004380753
Gy18J;F31;47.062224216813, 18.883576090608;46.263345770897, 19.533663359931
Gy18J;F32;47.062224216813, 18.883576090608;46.201513590529, 18.820681199919
Gy18J;F33;47.062224216813, 18.883576090608;45.971233620929, 18.673734618994
Gy18J;F34;47.062224216813, 18.883576090608;45.8784138959, 18.236275560019
Gy18J;F35;47.062224216813, 18.883576090608;46.058445164555, 17.448098903741
Gy18J;F36;47.062224216813, 18.883576090608;46.702458506694, 16.788524126318
Gy18J;F43;47.062224216813, 18.883576090608;46.683815901125, 20.183667378285
Gy18J;F45BJ;47.062224216813, 18.883576090608;47.11432337191, 17.848645761646
Gy18J;F46B;47.062224216813, 18.883576090608;47.653403571486, 17.416396700878
Gy18J;F46J;47.062224216813, 18.883576090608;47.653506839605, 17.416740354468
Gy18J;F47J;47.062224216813, 18.883576090608;47.297002459483, 16.831835285078
Gy18J;F48;47.062224216813, 18.883576090608;48.0530521654, 19.0114679159
Gy18J;F58;47.062224216813, 18.883576090608;47.348734, 19.120951
Gy18J;F59;47.062224216813, 18.883576090608;47.142844, 18.531573
Gy18J;F6;47.062224216813, 18.883576090608;47.152434273387, 20.196192733715
Gy18J;F9;47.062224216813, 18.883576090608;45.967191886124, 17.524083222114
Gy18J;Gy10J;47.062224216813, 18.883576090608;48.048597304585, 20.852645963515
Gy18J;Gy13B;47.062224216813, 18.883576090608;47.310577659191, 19.2720015943
Gy18J;Gy14B;47.062224216813, 18.883576090608;47.018953622415, 19.59270077956
Gy18J;Gy15B;47.062224216813, 18.883576090608;46.866126652938, 19.645370179317
Gy18J;Gy15J;47.062224216813, 18.883576090608;46.866126652938, 19.645370179317
Gy18J;Gy16B;47.062224216813, 18.883576090608;46.254056752729, 20.037780560567
Gy18J;Gy17B;47.062224216813, 18.883576090608;47.354805101314, 18.903312087371
Gy18J;Gy17J;47.062224216813, 18.883576090608;47.354584280523, 18.903248756673
Gy18J;Gy18B;47.062224216813, 18.883576090608;47.062438439262, 18.883476038175
Gy18J;Gy18J;47.062224216813, 18.883576090608;47.062224216813, 18.883576090608
Gy18J;Gy19B;47.062224216813, 18.883576090608;46.445983362048, 18.706391141658
Gy18J;Gy19J;47.062224216813, 18.883576090608;46.445546354166, 18.706516762083
Gy18J;Gy1B;47.062224216813, 18.883576090608;47.474802619374, 18.852435494437
Gy18J;Gy20B;47.062224216813, 18.883576090608;46.063865148399, 18.579774412582
Gy18J;Gy20J;47.062224216813, 18.883576090608;46.063700607621, 18.579535592077
Gy18J;Gy21B;47.062224216813, 18.883576090608;47.423027828361, 18.886551751725
Gy18J;Gy21J;47.062224216813, 18.883576090608;47.343748133722, 18.791711071512
Gy18J;Gy22B;47.062224216813, 18.883576090608;47.031256467729, 18.270258885827
Gy18J;Gy22J;47.062224216813, 18.883576090608;47.031397673561, 18.270531556193
Gy18J;Gy23B;47.062224216813, 18.883576090608;46.810132410668, 17.83695083105
Gy18J;Gy23J;47.062224216813, 18.883576090608;46.881273600414, 17.985593118956
Gy18J;Gy24B;47.062224216813, 18.883576090608;46.682081838166, 17.370049702348
Gy18J;Gy24J;47.062224216813, 18.883576090608;46.685347295949, 17.387656451782
Gy18J;Gy25J;47.062224216813, 18.883576090608;46.441965611122, 16.811198315858
Gy18J;Gy26B;47.062224216813, 18.883576090608;46.908495716101, 18.939777323335
Gy18J;Gy26J;47.062224216813, 18.883576090608;46.908565366842, 18.939424208168
Gy18J;Gy27J;47.062224216813, 18.883576090608;46.351813245779, 18.886396647804
Gy18J;Gy28B;47.062224216813, 18.883576090608;47.246161, 18.649078
Gy18J;Gy28J;47.062224216813, 18.883576090608;47.246194, 18.648449
Gy18J;Gy29B;47.062224216813, 18.883576090608;47.690797, 17.522883
Gy18J;Gy2B;47.062224216813, 18.883576090608;47.612770144674, 18.353556331481
Gy18J;Gy2J;47.062224216813, 18.883576090608;47.683114431378, 18.003415637292
Gy18J;Gy31B;47.062224216813, 18.883576090608;47.671580, 19.634506
Gy18J;Gy31J;47.062224216813, 18.883576090608;47.671580, 19.634506
Gy18J;Gy32J;47.062224216813, 18.883576090608;47.362003, 19.222118
Gy18J;Gy34J;47.062224216813, 18.883576090608;47.9105799674, 17.1336359154
Gy18J;Gy36J;47.062224216813, 18.883576090608;46.5110973558, 16.5519989224
Gy18J;Gy3B;47.062224216813, 18.883576090608;47.684437713539, 17.835527389107
Gy18J;Gy3J;47.062224216813, 18.883576090608;47.6844259551, 17.83587320896
Gy18J;Gy4B;47.062224216813, 18.883576090608;47.878391089477, 17.202565947927
Gy18J;Gy6B;47.062224216813, 18.883576090608;47.602227193286, 19.283884218405
Gy18J;Gy7J;47.062224216813, 18.883576090608;47.732635548066, 19.949321966416
Gy19B;F1;46.445983362048, 18.706391141658;47.736861467104, 18.369289524965
Gy19B;F11;46.445983362048, 18.706391141658;46.974156304231, 16.379539316509
Gy19B;F13;46.445983362048, 18.706391141658;47.683196594979, 18.097306861786
Gy19B;F14;46.445983362048, 18.706391141658;47.745363022052, 17.647400881226
Gy19B;F17;46.445983362048, 18.706391141658;48.293129223365, 20.448498019056
Gy19B;F2;46.445983362048, 18.706391141658;47.725765423977, 18.046694497329
Gy19B;F3;46.445983362048, 18.706391141658;47.884396938888, 17.241676802774
Gy19B;F30;46.445983362048, 18.706391141658;46.803526155586, 18.928004380753
Gy19B;F31;46.445983362048, 18.706391141658;46.263345770897, 19.533663359931
Gy19B;F32;46.445983362048, 18.706391141658;46.201513590529, 18.820681199919
Gy19B;F33;46.445983362048, 18.706391141658;45.971233620929, 18.673734618994
Gy19B;F34;46.445983362048, 18.706391141658;45.8784138959, 18.236275560019
Gy19B;F35;46.445983362048, 18.706391141658;46.058445164555, 17.448098903741
Gy19B;F36;46.445983362048, 18.706391141658;46.702458506694, 16.788524126318
Gy19B;F37;46.445983362048, 18.706391141658;47.635056880418, 16.652330516763
Gy19B;F38;46.445983362048, 18.706391141658;46.811901582638, 16.565857119342
Gy19B;F39;46.445983362048, 18.706391141658;47.288863417887, 16.610039047667
Gy19B;F41;46.445983362048, 18.706391141658;47.910361887547, 17.251715607309
Gy19B;F45BJ;46.445983362048, 18.706391141658;47.11432337191, 17.848645761646
Gy19B;F46B;46.445983362048, 18.706391141658;47.653403571486, 17.416396700878
Gy19B;F46J;46.445983362048, 18.706391141658;47.653506839605, 17.416740354468
Gy19B;F47B;46.445983362048, 18.706391141658;47.297160417543, 16.832093255331
Gy19B;F47J;46.445983362048, 18.706391141658;47.297002459483, 16.831835285078
Gy19B;F48;46.445983362048, 18.706391141658;48.0530521654, 19.0114679159
Gy19B;F55;46.445983362048, 18.706391141658;47.3981145129, 19.3601850460
Gy19B;F56;46.445983362048, 18.706391141658;47.4059475850, 16.5285647459
Gy19B;F58;46.445983362048, 18.706391141658;47.348734, 19.120951
Gy19B;F59;46.445983362048, 18.706391141658;47.142844, 18.531573
Gy19B;F9;46.445983362048, 18.706391141658;45.967191886124, 17.524083222114
Gy19B;Gy10B;46.445983362048, 18.706391141658;48.050402819184, 20.851648270691
Gy19B;Gy13J;46.445983362048, 18.706391141658;47.310726596496, 19.271736511801
Gy19B;Gy14B;46.445983362048, 18.706391141658;47.018953622415, 19.59270077956
Gy19B;Gy15B;46.445983362048, 18.706391141658;46.866126652938, 19.645370179317
Gy19B;Gy15J;46.445983362048, 18.706391141658;46.866126652938, 19.645370179317
Gy19B;Gy17B;46.445983362048, 18.706391141658;47.354805101314, 18.903312087371
Gy19B;Gy18B;46.445983362048, 18.706391141658;47.062438439262, 18.883476038175
Gy19B;Gy18J;46.445983362048, 18.706391141658;47.062224216813, 18.883576090608
Gy19B;Gy19B;46.445983362048, 18.706391141658;46.445983362048, 18.706391141658
Gy19B;Gy19J;46.445983362048, 18.706391141658;46.445546354166, 18.706516762083
Gy19B;Gy1B;46.445983362048, 18.706391141658;47.474802619374, 18.852435494437
Gy19B;Gy1J;46.445983362048, 18.706391141658;47.471964836026, 18.858080126141
Gy19B;Gy20B;46.445983362048, 18.706391141658;46.063865148399, 18.579774412582
Gy19B;Gy20J;46.445983362048, 18.706391141658;46.063700607621, 18.579535592077
Gy19B;Gy21B;46.445983362048, 18.706391141658;47.423027828361, 18.886551751725
Gy19B;Gy21J;46.445983362048, 18.706391141658;47.343748133722, 18.791711071512
Gy19B;Gy22B;46.445983362048, 18.706391141658;47.031256467729, 18.270258885827
Gy19B;Gy22J;46.445983362048, 18.706391141658;47.031397673561, 18.270531556193
Gy19B;Gy23B;46.445983362048, 18.706391141658;46.810132410668, 17.83695083105
Gy19B;Gy23J;46.445983362048, 18.706391141658;46.881273600414, 17.985593118956
Gy19B;Gy24B;46.445983362048, 18.706391141658;46.682081838166, 17.370049702348
Gy19B;Gy24J;46.445983362048, 18.706391141658;46.685347295949, 17.387656451782
Gy19B;Gy25J;46.445983362048, 18.706391141658;46.441965611122, 16.811198315858
Gy19B;Gy26B;46.445983362048, 18.706391141658;46.908495716101, 18.939777323335
Gy19B;Gy26J;46.445983362048, 18.706391141658;46.908565366842, 18.939424208168
Gy19B;Gy27J;46.445983362048, 18.706391141658;46.351813245779, 18.886396647804
Gy19B;Gy28B;46.445983362048, 18.706391141658;47.246161, 18.649078
Gy19B;Gy28J;46.445983362048, 18.706391141658;47.246194, 18.648449
Gy19B;Gy29B;46.445983362048, 18.706391141658;47.690797, 17.522883
Gy19B;Gy2B;46.445983362048, 18.706391141658;47.612770144674, 18.353556331481
Gy19B;Gy2J;46.445983362048, 18.706391141658;47.683114431378, 18.003415637292
Gy19B;Gy31B;46.445983362048, 18.706391141658;47.671580, 19.634506
Gy19B;Gy31J;46.445983362048, 18.706391141658;47.671580, 19.634506
Gy19B;Gy32J;46.445983362048, 18.706391141658;47.362003, 19.222118
Gy19B;Gy34B;46.445983362048, 18.706391141658;47.9170992883, 17.1225847247
Gy19B;Gy34J;46.445983362048, 18.706391141658;47.9105799674, 17.1336359154
Gy19B;Gy3B;46.445983362048, 18.706391141658;47.684437713539, 17.835527389107
Gy19B;Gy3J;46.445983362048, 18.706391141658;47.6844259551, 17.83587320896
Gy19B;Gy4B;46.445983362048, 18.706391141658;47.878391089477, 17.202565947927
Gy19B;Gy6J;46.445983362048, 18.706391141658;47.593511108609, 19.210992980928
Gy19J;F10;46.445546354166, 18.706516762083;46.437667890627, 16.747927021544
Gy19J;F13;46.445546354166, 18.706516762083;47.683196594979, 18.097306861786
Gy19J;F14;46.445546354166, 18.706516762083;47.745363022052, 17.647400881226
Gy19J;F2;46.445546354166, 18.706516762083;47.725765423977, 18.046694497329
Gy19J;F3;46.445546354166, 18.706516762083;47.884396938888, 17.241676802774
Gy19J;F30;46.445546354166, 18.706516762083;46.803526155586, 18.928004380753
Gy19J;F31;46.445546354166, 18.706516762083;46.263345770897, 19.533663359931
Gy19J;F32;46.445546354166, 18.706516762083;46.201513590529, 18.820681199919
Gy19J;F33;46.445546354166, 18.706516762083;45.971233620929, 18.673734618994
Gy19J;F34;46.445546354166, 18.706516762083;45.8784138959, 18.236275560019
Gy19J;F35;46.445546354166, 18.706516762083;46.058445164555, 17.448098903741
Gy19J;F36;46.445546354166, 18.706516762083;46.702458506694, 16.788524126318
Gy19J;F39;46.445546354166, 18.706516762083;47.288863417887, 16.610039047667
Gy19J;F41;46.445546354166, 18.706516762083;47.910361887547, 17.251715607309
Gy19J;F45BJ;46.445546354166, 18.706516762083;47.11432337191, 17.848645761646
Gy19J;F46J;46.445546354166, 18.706516762083;47.653506839605, 17.416740354468
Gy19J;F47J;46.445546354166, 18.706516762083;47.297002459483, 16.831835285078
Gy19J;F48;46.445546354166, 18.706516762083;48.0530521654, 19.0114679159
Gy19J;F58;46.445546354166, 18.706516762083;47.348734, 19.120951
Gy19J;F59;46.445546354166, 18.706516762083;47.142844, 18.531573
Gy19J;F9;46.445546354166, 18.706516762083;45.967191886124, 17.524083222114
Gy19J;Gy12B;46.445546354166, 18.706516762083;46.28526689547, 20.25356092992
Gy19J;Gy15B;46.445546354166, 18.706516762083;46.866126652938, 19.645370179317
Gy19J;Gy15J;46.445546354166, 18.706516762083;46.866126652938, 19.645370179317
Gy19J;Gy16B;46.445546354166, 18.706516762083;46.254056752729, 20.037780560567
Gy19J;Gy17B;46.445546354166, 18.706516762083;47.354805101314, 18.903312087371
Gy19J;Gy17J;46.445546354166, 18.706516762083;47.354584280523, 18.903248756673
Gy19J;Gy18B;46.445546354166, 18.706516762083;47.062438439262, 18.883476038175
Gy19J;Gy18J;46.445546354166, 18.706516762083;47.062224216813, 18.883576090608
Gy19J;Gy19B;46.445546354166, 18.706516762083;46.445983362048, 18.706391141658
Gy19J;Gy19J;46.445546354166, 18.706516762083;46.445546354166, 18.706516762083
Gy19J;Gy1B;46.445546354166, 18.706516762083;47.474802619374, 18.852435494437
Gy19J;Gy1J;46.445546354166, 18.706516762083;47.471964836026, 18.858080126141
Gy19J;Gy20B;46.445546354166, 18.706516762083;46.063865148399, 18.579774412582
Gy19J;Gy20J;46.445546354166, 18.706516762083;46.063700607621, 18.579535592077
Gy19J;Gy21B;46.445546354166, 18.706516762083;47.423027828361, 18.886551751725
Gy19J;Gy22B;46.445546354166, 18.706516762083;47.031256467729, 18.270258885827
Gy19J;Gy22J;46.445546354166, 18.706516762083;47.031397673561, 18.270531556193
Gy19J;Gy23B;46.445546354166, 18.706516762083;46.810132410668, 17.83695083105
Gy19J;Gy23J;46.445546354166, 18.706516762083;46.881273600414, 17.985593118956
Gy19J;Gy24B;46.445546354166, 18.706516762083;46.682081838166, 17.370049702348
Gy19J;Gy24J;46.445546354166, 18.706516762083;46.685347295949, 17.387656451782
Gy19J;Gy25B;46.445546354166, 18.706516762083;46.44171667261, 16.810656899812
Gy19J;Gy25J;46.445546354166, 18.706516762083;46.441965611122, 16.811198315858
Gy19J;Gy26B;46.445546354166, 18.706516762083;46.908495716101, 18.939777323335
Gy19J;Gy26J;46.445546354166, 18.706516762083;46.908565366842, 18.939424208168
Gy19J;Gy27J;46.445546354166, 18.706516762083;46.351813245779, 18.886396647804
Gy19J;Gy28B;46.445546354166, 18.706516762083;47.246161, 18.649078
Gy19J;Gy29B;46.445546354166, 18.706516762083;47.690797, 17.522883
Gy19J;Gy2B;46.445546354166, 18.706516762083;47.612770144674, 18.353556331481
Gy19J;Gy2J;46.445546354166, 18.706516762083;47.683114431378, 18.003415637292
Gy19J;Gy31J;46.445546354166, 18.706516762083;47.671580, 19.634506
Gy19J;Gy34J;46.445546354166, 18.706516762083;47.9105799674, 17.1336359154
Gy19J;Gy36J;46.445546354166, 18.706516762083;46.5110973558, 16.5519989224
Gy19J;Gy3B;46.445546354166, 18.706516762083;47.684437713539, 17.835527389107
Gy19J;Gy4B;46.445546354166, 18.706516762083;47.878391089477, 17.202565947927
Gy19J;Gy6J;46.445546354166, 18.706516762083;47.593511108609, 19.210992980928
Gy19J;Gy7B;46.445546354166, 18.706516762083;47.731817779639, 19.96258985111
Gy1B;F1;47.474802619374, 18.852435494437;47.736861467104, 18.369289524965
Gy1B;F12;47.474802619374, 18.852435494437;47.82243068262, 18.98717170425
Gy1B;F13;47.474802619374, 18.852435494437;47.683196594979, 18.097306861786
Gy1B;F14;47.474802619374, 18.852435494437;47.745363022052, 17.647400881226
Gy1B;F15;47.474802619374, 18.852435494437;48.031849194332, 19.807710583946
Gy1B;F16;47.474802619374, 18.852435494437;48.25793719325, 20.350423487823
Gy1B;F17;47.474802619374, 18.852435494437;48.293129223365, 20.448498019056
Gy1B;F18;47.474802619374, 18.852435494437;47.60481625158, 20.779148307593
Gy1B;F19;47.474802619374, 18.852435494437;47.913879672699, 21.073258954162
Gy1B;F2;47.474802619374, 18.852435494437;47.725765423977, 18.046694497329
Gy1B;F20;47.474802619374, 18.852435494437;48.376345640262, 21.633176054916
Gy1B;F21;47.474802619374, 18.852435494437;48.066597247215, 21.53206912197
Gy1B;F22;47.474802619374, 18.852435494437;48.089160008212, 22.27659217874
Gy1B;F23;47.474802619374, 18.852435494437;47.144221988453, 21.675450249618
Gy1B;F25;47.474802619374, 18.852435494437;46.876397341333, 20.022332770319
Gy1B;F26;47.474802619374, 18.852435494437;46.655024556317,21.225962687052
Gy1B;F27B;47.474802619374, 18.852435494437;46.379079490009, 20.248264839326
Gy1B;F27J;47.474802619374, 18.852435494437;46.378973739396, 20.247963372239
Gy1B;F28;47.474802619374, 18.852435494437;47.526258855137, 21.919988317573
Gy1B;F29;47.474802619374, 18.852435494437;47.857086975049, 22.637265932974
Gy1B;F3;47.474802619374, 18.852435494437;47.884396938888, 17.241676802774
Gy1B;F30;47.474802619374, 18.852435494437;46.803526155586, 18.928004380753
Gy1B;F31;47.474802619374, 18.852435494437;46.263345770897, 19.533663359931
Gy1B;F32;47.474802619374, 18.852435494437;46.201513590529, 18.820681199919
Gy1B;F33;47.474802619374, 18.852435494437;45.971233620929, 18.673734618994
Gy1B;F34;47.474802619374, 18.852435494437;45.8784138959, 18.236275560019
Gy1B;F38;47.474802619374, 18.852435494437;46.811901582638, 16.565857119342
Gy1B;F4;47.474802619374, 18.852435494437;47.934507652422, 19.139606641347
Gy1B;F41;47.474802619374, 18.852435494437;47.910361887547, 17.251715607309
Gy1B;F42;47.474802619374, 18.852435494437;46.195044659138, 20.448144697766
Gy1B;F43;47.474802619374, 18.852435494437;46.683815901125, 20.183667378285
Gy1B;F45BJ;47.474802619374, 18.852435494437;47.11432337191, 17.848645761646
Gy1B;F46B;47.474802619374, 18.852435494437;47.653403571486, 17.416396700878
Gy1B;F46J;47.474802619374, 18.852435494437;47.653506839605, 17.416740354468
Gy1B;F47B;47.474802619374, 18.852435494437;47.297160417543, 16.832093255331
Gy1B;F48;47.474802619374, 18.852435494437;48.0530521654, 19.0114679159
Gy1B;F49;47.474802619374, 18.852435494437;48.1426427598, 19.8152150078
Gy1B;F50;47.474802619374, 18.852435494437;48.0690258518, 19.2623480794
Gy1B;F51;47.474802619374, 18.852435494437;48.0794121975, 19.3191435939
Gy1B;F53;47.474802619374, 18.852435494437;46.2648471088, 21.0934356268
Gy1B;F54;47.474802619374, 18.852435494437;47.3000376989, 21.5558389074
Gy1B;F55;47.474802619374, 18.852435494437;47.3981145129, 19.3601850460
Gy1B;F58;47.474802619374, 18.852435494437;47.348734, 19.120951
Gy1B;F59;47.474802619374, 18.852435494437;47.142844, 18.531573
Gy1B;F6;47.474802619374, 18.852435494437;47.152434273387, 20.196192733715
Gy1B;F7;47.474802619374, 18.852435494437;48.343852343168, 22.129595653448
Gy1B;Gy10B;47.474802619374, 18.852435494437;48.050402819184, 20.851648270691
Gy1B;Gy10J;47.474802619374, 18.852435494437;48.048597304585, 20.852645963515
Gy1B;Gy11B;47.474802619374, 18.852435494437;47.618814282026, 21.517286368554
Gy1B;Gy12B;47.474802619374, 18.852435494437;46.28526689547, 20.25356092992
Gy1B;Gy13B;47.474802619374, 18.852435494437;47.310577659191, 19.2720015943
Gy1B;Gy13J;47.474802619374, 18.852435494437;47.310726596496, 19.271736511801
Gy1B;Gy14B;47.474802619374, 18.852435494437;47.018953622415, 19.59270077956
Gy1B;Gy14J;47.474802619374, 18.852435494437;47.018760105536, 19.59289269823
Gy1B;Gy15B;47.474802619374, 18.852435494437;46.866126652938, 19.645370179317
Gy1B;Gy15J;47.474802619374, 18.852435494437;46.866126652938, 19.645370179317
Gy1B;Gy16B;47.474802619374, 18.852435494437;46.254056752729, 20.037780560567
Gy1B;Gy16J;47.474802619374, 18.852435494437;46.254289780273, 20.037809455218
Gy1B;Gy17B;47.474802619374, 18.852435494437;47.354805101314, 18.903312087371
Gy1B;Gy17J;47.474802619374, 18.852435494437;47.354584280523, 18.903248756673
Gy1B;Gy18B;47.474802619374, 18.852435494437;47.062438439262, 18.883476038175
Gy1B;Gy18J;47.474802619374, 18.852435494437;47.062224216813, 18.883576090608
Gy1B;Gy19J;47.474802619374, 18.852435494437;46.445546354166, 18.706516762083
Gy1B;Gy1B;47.474802619374, 18.852435494437;47.474802619374, 18.852435494437
Gy1B;Gy1J;47.474802619374, 18.852435494437;47.471964836026, 18.858080126141
Gy1B;Gy20B;47.474802619374, 18.852435494437;46.063865148399, 18.579774412582
Gy1B;Gy20J;47.474802619374, 18.852435494437;46.063700607621, 18.579535592077
Gy1B;Gy21B;47.474802619374, 18.852435494437;47.423027828361, 18.886551751725
Gy1B;Gy21J;47.474802619374, 18.852435494437;47.343748133722, 18.791711071512
Gy1B;Gy22B;47.474802619374, 18.852435494437;47.031256467729, 18.270258885827
Gy1B;Gy22J;47.474802619374, 18.852435494437;47.031397673561, 18.270531556193
Gy1B;Gy23J;47.474802619374, 18.852435494437;46.881273600414, 17.985593118956
Gy1B;Gy24J;47.474802619374, 18.852435494437;46.685347295949, 17.387656451782
Gy1B;Gy25J;47.474802619374, 18.852435494437;46.441965611122, 16.811198315858
Gy1B;Gy26B;47.474802619374, 18.852435494437;46.908495716101, 18.939777323335
Gy1B;Gy26J;47.474802619374, 18.852435494437;46.908565366842, 18.939424208168
Gy1B;Gy27J;47.474802619374, 18.852435494437;46.351813245779, 18.886396647804
Gy1B;Gy28B;47.474802619374, 18.852435494437;47.246161, 18.649078
Gy1B;Gy28J;47.474802619374, 18.852435494437;47.246194, 18.648449
Gy1B;Gy29B;47.474802619374, 18.852435494437;47.690797, 17.522883
Gy1B;Gy2B;47.474802619374, 18.852435494437;47.612770144674, 18.353556331481
Gy1B;Gy2J;47.474802619374, 18.852435494437;47.683114431378, 18.003415637292
Gy1B;Gy30B;47.474802619374, 18.852435494437;47.615748, 19.346989
Gy1B;Gy31B;47.474802619374, 18.852435494437;47.671580, 19.634506
Gy1B;Gy31J;47.474802619374, 18.852435494437;47.671580, 19.634506
Gy1B;Gy32B;47.474802619374, 18.852435494437;47.361165, 19.219698
Gy1B;Gy32J;47.474802619374, 18.852435494437;47.362003, 19.222118
Gy1B;Gy34J;47.474802619374, 18.852435494437;47.9105799674, 17.1336359154
Gy1B;Gy35B;47.474802619374, 18.852435494437;46.2165172448, 20.7363822270
Gy1B;Gy35J;47.474802619374, 18.852435494437;46.2154648690, 20.7062448209
Gy1B;Gy37B;47.474802619374, 18.852435494437;47.6932, 19.1723
Gy1B;Gy37J;47.474802619374, 18.852435494437;47.643, 19.1646
Gy1B;Gy3B;47.474802619374, 18.852435494437;47.684437713539, 17.835527389107
Gy1B;Gy3J;47.474802619374, 18.852435494437;47.6844259551, 17.83587320896
Gy1B;Gy4B;47.474802619374, 18.852435494437;47.878391089477, 17.202565947927
Gy1B;Gy6B;47.474802619374, 18.852435494437;47.602227193286, 19.283884218405
Gy1B;Gy6J;47.474802619374, 18.852435494437;47.593511108609, 19.210992980928
Gy1B;Gy7B;47.474802619374, 18.852435494437;47.731817779639, 19.96258985111
Gy1B;Gy7J;47.474802619374, 18.852435494437;47.732635548066, 19.949321966416
Gy1B;Gy8B;47.474802619374, 18.852435494437;47.848589776483, 21.067835868077
Gy1B;Gy8J;47.474802619374, 18.852435494437;47.861450724727, 21.043855642447
Gy1B;Gy9B;47.474802619374, 18.852435494437;47.902948731815, 21.569037024339
Gy1B;Gy9J;47.474802619374, 18.852435494437;47.899315872821, 21.548572633098
Gy1J;F1;47.471964836026, 18.858080126141;47.736861467104, 18.369289524965
Gy1J;F13;47.471964836026, 18.858080126141;47.683196594979, 18.097306861786
Gy1J;F14;47.471964836026, 18.858080126141;47.745363022052, 17.647400881226
Gy1J;F15;47.471964836026, 18.858080126141;48.031849194332, 19.807710583946
Gy1J;F17;47.471964836026, 18.858080126141;48.293129223365, 20.448498019056
Gy1J;F2;47.471964836026, 18.858080126141;47.725765423977, 18.046694497329
Gy1J;F23;47.471964836026, 18.858080126141;47.144221988453, 21.675450249618
Gy1J;F25;47.471964836026, 18.858080126141;46.876397341333, 20.022332770319
Gy1J;F26;47.471964836026, 18.858080126141;46.655024556317,21.225962687052
Gy1J;F3;47.471964836026, 18.858080126141;47.884396938888, 17.241676802774
Gy1J;F30;47.471964836026, 18.858080126141;46.803526155586, 18.928004380753
Gy1J;F31;47.471964836026, 18.858080126141;46.263345770897, 19.533663359931
Gy1J;F32;47.471964836026, 18.858080126141;46.201513590529, 18.820681199919
Gy1J;F36;47.471964836026, 18.858080126141;46.702458506694, 16.788524126318
Gy1J;F37;47.471964836026, 18.858080126141;47.635056880418, 16.652330516763
Gy1J;F38;47.471964836026, 18.858080126141;46.811901582638, 16.565857119342
Gy1J;F39;47.471964836026, 18.858080126141;47.288863417887, 16.610039047667
