kamera1;kamera2;kamera1_koord;kamera2_koord
F35;Gy4B;46.058445164555, 17.448098903741;47.878391089477, 17.202565947927
F36;F1;46.702458506694, 16.788524126318;47.736861467104, 18.369289524965
F36;F10;46.702458506694, 16.788524126318;46.437667890627, 16.747927021544
F36;F11;46.702458506694, 16.788524126318;46.974156304231, 16.379539316509
F36;F13;46.702458506694, 16.788524126318;47.683196594979, 18.097306861786
F36;F14;46.702458506694, 16.788524126318;47.745363022052, 17.647400881226
F36;F30;46.702458506694, 16.788524126318;46.803526155586, 18.928004380753
F36;F32;46.702458506694, 16.788524126318;46.201513590529, 18.820681199919
F36;F33;46.702458506694, 16.788524126318;45.971233620929, 18.673734618994
F36;F34;46.702458506694, 16.788524126318;45.8784138959, 18.236275560019
F36;F35;46.702458506694, 16.788524126318;46.058445164555, 17.448098903741
F36;F36;46.702458506694, 16.788524126318;46.702458506694, 16.788524126318
F36;F37;46.702458506694, 16.788524126318;47.635056880418, 16.652330516763
F36;F38;46.702458506694, 16.788524126318;46.811901582638, 16.565857119342
F36;F39;46.702458506694, 16.788524126318;47.288863417887, 16.610039047667
F36;F40;46.702458506694, 16.788524126318;47.245496499058, 16.534248410882
F36;F45BJ;46.702458506694, 16.788524126318;47.11432337191, 17.848645761646
F36;F46B;46.702458506694, 16.788524126318;47.653403571486, 17.416396700878
F36;F46J;46.702458506694, 16.788524126318;47.653506839605, 17.416740354468
F36;F47B;46.702458506694, 16.788524126318;47.297160417543, 16.832093255331
F36;F47J;46.702458506694, 16.788524126318;47.297002459483, 16.831835285078
F36;F56;46.702458506694, 16.788524126318;47.4059475850, 16.5285647459
F36;F57;46.702458506694, 16.788524126318;47.2476159053, 16.4811625856
F36;F59;46.702458506694, 16.788524126318;47.142844, 18.531573
F36;F9;46.702458506694, 16.788524126318;45.967191886124, 17.524083222114
F36;Gy19B;46.702458506694, 16.788524126318;46.445983362048, 18.706391141658
F36;Gy19J;46.702458506694, 16.788524126318;46.445546354166, 18.706516762083
F36;Gy1B;46.702458506694, 16.788524126318;47.474802619374, 18.852435494437
F36;Gy20B;46.702458506694, 16.788524126318;46.063865148399, 18.579774412582
F36;Gy21B;46.702458506694, 16.788524126318;47.423027828361, 18.886551751725
F36;Gy21J;46.702458506694, 16.788524126318;47.343748133722, 18.791711071512
F36;Gy22B;46.702458506694, 16.788524126318;47.031256467729, 18.270258885827
F36;Gy22J;46.702458506694, 16.788524126318;47.031397673561, 18.270531556193
F36;Gy23B;46.702458506694, 16.788524126318;46.810132410668, 17.83695083105
F36;Gy23J;46.702458506694, 16.788524126318;46.881273600414, 17.985593118956
F36;Gy24B;46.702458506694, 16.788524126318;46.682081838166, 17.370049702348
F36;Gy24J;46.702458506694, 16.788524126318;46.685347295949, 17.387656451782
F36;Gy25B;46.702458506694, 16.788524126318;46.44171667261, 16.810656899812
F36;Gy25J;46.702458506694, 16.788524126318;46.441965611122, 16.811198315858
F36;Gy27J;46.702458506694, 16.788524126318;46.351813245779, 18.886396647804
F36;Gy28B;46.702458506694, 16.788524126318;47.246161, 18.649078
F36;Gy29B;46.702458506694, 16.788524126318;47.690797, 17.522883
F36;Gy2B;46.702458506694, 16.788524126318;47.612770144674, 18.353556331481
F36;Gy2J;46.702458506694, 16.788524126318;47.683114431378, 18.003415637292
F36;Gy32J;46.702458506694, 16.788524126318;47.362003, 19.222118
F36;Gy34J;46.702458506694, 16.788524126318;47.9105799674, 17.1336359154
F36;Gy36B;46.702458506694, 16.788524126318;46.5109208466, 16.5523413490
F36;Gy36J;46.702458506694, 16.788524126318;46.5110973558, 16.5519989224
F36;Gy3B;46.702458506694, 16.788524126318;47.684437713539, 17.835527389107
F37;F1;47.635056880418, 16.652330516763;47.736861467104, 18.369289524965
F37;F11;47.635056880418, 16.652330516763;46.974156304231, 16.379539316509
F37;F13;47.635056880418, 16.652330516763;47.683196594979, 18.097306861786
F37;F14;47.635056880418, 16.652330516763;47.745363022052, 17.647400881226
F37;F2;47.635056880418, 16.652330516763;47.725765423977, 18.046694497329
F37;F3;47.635056880418, 16.652330516763;47.884396938888, 17.241676802774
F37;F30;47.635056880418, 16.652330516763;46.803526155586, 18.928004380753
F37;F32;47.635056880418, 16.652330516763;46.201513590529, 18.820681199919
F37;F33;47.635056880418, 16.652330516763;45.971233620929, 18.673734618994
F37;F35;47.635056880418, 16.652330516763;46.058445164555, 17.448098903741
F37;F36;47.635056880418, 16.652330516763;46.702458506694, 16.788524126318
F37;F37;47.635056880418, 16.652330516763;47.635056880418, 16.652330516763
F37;F38;47.635056880418, 16.652330516763;46.811901582638, 16.565857119342
F37;F39;47.635056880418, 16.652330516763;47.288863417887, 16.610039047667
F37;F40;47.635056880418, 16.652330516763;47.245496499058, 16.534248410882
F37;F41;47.635056880418, 16.652330516763;47.910361887547, 17.251715607309
F37;F45BJ;47.635056880418, 16.652330516763;47.11432337191, 17.848645761646
F37;F46B;47.635056880418, 16.652330516763;47.653403571486, 17.416396700878
F37;F46J;47.635056880418, 16.652330516763;47.653506839605, 17.416740354468
F37;F47B;47.635056880418, 16.652330516763;47.297160417543, 16.832093255331
F37;F47J;47.635056880418, 16.652330516763;47.297002459483, 16.831835285078
F37;F56;47.635056880418, 16.652330516763;47.4059475850, 16.5285647459
F37;F57;47.635056880418, 16.652330516763;47.2476159053, 16.4811625856
F37;F58;47.635056880418, 16.652330516763;47.348734, 19.120951
F37;F59;47.635056880418, 16.652330516763;47.142844, 18.531573
F37;F8;47.635056880418, 16.652330516763;46.231269471029, 20.081542735727
F37;Gy19J;47.635056880418, 16.652330516763;46.445546354166, 18.706516762083
F37;Gy20B;47.635056880418, 16.652330516763;46.063865148399, 18.579774412582
F37;Gy22B;47.635056880418, 16.652330516763;47.031256467729, 18.270258885827
F37;Gy23B;47.635056880418, 16.652330516763;46.810132410668, 17.83695083105
F37;Gy24B;47.635056880418, 16.652330516763;46.682081838166, 17.370049702348
F37;Gy25J;47.635056880418, 16.652330516763;46.441965611122, 16.811198315858
F37;Gy28B;47.635056880418, 16.652330516763;47.246161, 18.649078
F37;Gy29B;47.635056880418, 16.652330516763;47.690797, 17.522883
F37;Gy2B;47.635056880418, 16.652330516763;47.612770144674, 18.353556331481
F37;Gy32J;47.635056880418, 16.652330516763;47.362003, 19.222118
F37;Gy34B;47.635056880418, 16.652330516763;47.9170992883, 17.1225847247
F37;Gy34J;47.635056880418, 16.652330516763;47.9105799674, 17.1336359154
F37;Gy3B;47.635056880418, 16.652330516763;47.684437713539, 17.835527389107
F37;Gy3J;47.635056880418, 16.652330516763;47.6844259551, 17.83587320896
F37;Gy4B;47.635056880418, 16.652330516763;47.878391089477, 17.202565947927
F38;F1;46.811901582638, 16.565857119342;47.736861467104, 18.369289524965
F38;F10;46.811901582638, 16.565857119342;46.437667890627, 16.747927021544
F38;F11;46.811901582638, 16.565857119342;46.974156304231, 16.379539316509
F38;F13;46.811901582638, 16.565857119342;47.683196594979, 18.097306861786
F38;F14;46.811901582638, 16.565857119342;47.745363022052, 17.647400881226
F38;F2;46.811901582638, 16.565857119342;47.725765423977, 18.046694497329
F38;F3;46.811901582638, 16.565857119342;47.884396938888, 17.241676802774
F38;F30;46.811901582638, 16.565857119342;46.803526155586, 18.928004380753
F38;F33;46.811901582638, 16.565857119342;45.971233620929, 18.673734618994
F38;F34;46.811901582638, 16.565857119342;45.8784138959, 18.236275560019
F38;F35;46.811901582638, 16.565857119342;46.058445164555, 17.448098903741
F38;F36;46.811901582638, 16.565857119342;46.702458506694, 16.788524126318
F38;F37;46.811901582638, 16.565857119342;47.635056880418, 16.652330516763
F38;F38;46.811901582638, 16.565857119342;46.811901582638, 16.565857119342
F38;F39;46.811901582638, 16.565857119342;47.288863417887, 16.610039047667
F38;F40;46.811901582638, 16.565857119342;47.245496499058, 16.534248410882
F38;F41;46.811901582638, 16.565857119342;47.910361887547, 17.251715607309
F38;F45BJ;46.811901582638, 16.565857119342;47.11432337191, 17.848645761646
F38;F46B;46.811901582638, 16.565857119342;47.653403571486, 17.416396700878
F38;F46J;46.811901582638, 16.565857119342;47.653506839605, 17.416740354468
F38;F47B;46.811901582638, 16.565857119342;47.297160417543, 16.832093255331
F38;F47J;46.811901582638, 16.565857119342;47.297002459483, 16.831835285078
F38;F56;46.811901582638, 16.565857119342;47.4059475850, 16.5285647459
F38;F57;46.811901582638, 16.565857119342;47.2476159053, 16.4811625856
F38;F59;46.811901582638, 16.565857119342;47.142844, 18.531573
F38;F9;46.811901582638, 16.565857119342;45.967191886124, 17.524083222114
F38;Gy10B;46.811901582638, 16.565857119342;48.050402819184, 20.851648270691
F38;Gy19J;46.811901582638, 16.565857119342;46.445546354166, 18.706516762083
F38;Gy20B;46.811901582638, 16.565857119342;46.063865148399, 18.579774412582
F38;Gy21B;46.811901582638, 16.565857119342;47.423027828361, 18.886551751725
F38;Gy22J;46.811901582638, 16.565857119342;47.031397673561, 18.270531556193
F38;Gy23B;46.811901582638, 16.565857119342;46.810132410668, 17.83695083105
F38;Gy23J;46.811901582638, 16.565857119342;46.881273600414, 17.985593118956
F38;Gy24B;46.811901582638, 16.565857119342;46.682081838166, 17.370049702348
F38;Gy25B;46.811901582638, 16.565857119342;46.44171667261, 16.810656899812
F38;Gy25J;46.811901582638, 16.565857119342;46.441965611122, 16.811198315858
F38;Gy28B;46.811901582638, 16.565857119342;47.246161, 18.649078
F38;Gy29B;46.811901582638, 16.565857119342;47.690797, 17.522883
F38;Gy2B;46.811901582638, 16.565857119342;47.612770144674, 18.353556331481
F38;Gy2J;46.811901582638, 16.565857119342;47.683114431378, 18.003415637292
F38;Gy32J;46.811901582638, 16.565857119342;47.362003, 19.222118
F38;Gy34B;46.811901582638, 16.565857119342;47.9170992883, 17.1225847247
F38;Gy34J;46.811901582638, 16.565857119342;47.9105799674, 17.1336359154
F38;Gy36B;46.811901582638, 16.565857119342;46.5109208466, 16.5523413490
F38;Gy36J;46.811901582638, 16.565857119342;46.5110973558, 16.5519989224
F38;Gy3B;46.811901582638, 16.565857119342;47.684437713539, 17.835527389107
F38;Gy4B;46.811901582638, 16.565857119342;47.878391089477, 17.202565947927
F39;F10;47.288863417887, 16.610039047667;46.437667890627, 16.747927021544
F39;F11;47.288863417887, 16.610039047667;46.974156304231, 16.379539316509
F39;F13;47.288863417887, 16.610039047667;47.683196594979, 18.097306861786
F39;F14;47.288863417887, 16.610039047667;47.745363022052, 17.647400881226
F39;F3;47.288863417887, 16.610039047667;47.884396938888, 17.241676802774
F39;F30;47.288863417887, 16.610039047667;46.803526155586, 18.928004380753
F39;F32;47.288863417887, 16.610039047667;46.201513590529, 18.820681199919
F39;F35;47.288863417887, 16.610039047667;46.058445164555, 17.448098903741
F39;F36;47.288863417887, 16.610039047667;46.702458506694, 16.788524126318
F39;F37;47.288863417887, 16.610039047667;47.635056880418, 16.652330516763
F39;F38;47.288863417887, 16.610039047667;46.811901582638, 16.565857119342
F39;F39;47.288863417887, 16.610039047667;47.288863417887, 16.610039047667
F39;F40;47.288863417887, 16.610039047667;47.245496499058, 16.534248410882
F39;F45BJ;47.288863417887, 16.610039047667;47.11432337191, 17.848645761646
F39;F46B;47.288863417887, 16.610039047667;47.653403571486, 17.416396700878
F39;F46J;47.288863417887, 16.610039047667;47.653506839605, 17.416740354468
F39;F47B;47.288863417887, 16.610039047667;47.297160417543, 16.832093255331
F39;F47J;47.288863417887, 16.610039047667;47.297002459483, 16.831835285078
F39;F56;47.288863417887, 16.610039047667;47.4059475850, 16.5285647459
F39;F57;47.288863417887, 16.610039047667;47.2476159053, 16.4811625856
F39;F58;47.288863417887, 16.610039047667;47.348734, 19.120951
F39;F59;47.288863417887, 16.610039047667;47.142844, 18.531573
F39;F9;47.288863417887, 16.610039047667;45.967191886124, 17.524083222114
F39;Gy18B;47.288863417887, 16.610039047667;47.062438439262, 18.883476038175
F39;Gy19B;47.288863417887, 16.610039047667;46.445983362048, 18.706391141658
F39;Gy19J;47.288863417887, 16.610039047667;46.445546354166, 18.706516762083
F39;Gy1B;47.288863417887, 16.610039047667;47.474802619374, 18.852435494437
F39;Gy20B;47.288863417887, 16.610039047667;46.063865148399, 18.579774412582
F39;Gy21B;47.288863417887, 16.610039047667;47.423027828361, 18.886551751725
F39;Gy22B;47.288863417887, 16.610039047667;47.031256467729, 18.270258885827
F39;Gy22J;47.288863417887, 16.610039047667;47.031397673561, 18.270531556193
F39;Gy23B;47.288863417887, 16.610039047667;46.810132410668, 17.83695083105
F39;Gy23J;47.288863417887, 16.610039047667;46.881273600414, 17.985593118956
F39;Gy24B;47.288863417887, 16.610039047667;46.682081838166, 17.370049702348
F39;Gy24J;47.288863417887, 16.610039047667;46.685347295949, 17.387656451782
F39;Gy25B;47.288863417887, 16.610039047667;46.44171667261, 16.810656899812
F39;Gy25J;47.288863417887, 16.610039047667;46.441965611122, 16.811198315858
F39;Gy26J;47.288863417887, 16.610039047667;46.908565366842, 18.939424208168
F39;Gy28B;47.288863417887, 16.610039047667;47.246161, 18.649078
F39;Gy29B;47.288863417887, 16.610039047667;47.690797, 17.522883
F39;Gy2B;47.288863417887, 16.610039047667;47.612770144674, 18.353556331481
F39;Gy2J;47.288863417887, 16.610039047667;47.683114431378, 18.003415637292
F39;Gy34B;47.288863417887, 16.610039047667;47.9170992883, 17.1225847247
F39;Gy34J;47.288863417887, 16.610039047667;47.9105799674, 17.1336359154
F39;Gy36B;47.288863417887, 16.610039047667;46.5109208466, 16.5523413490
F39;Gy36J;47.288863417887, 16.610039047667;46.5110973558, 16.5519989224
F39;Gy3B;47.288863417887, 16.610039047667;47.684437713539, 17.835527389107
F39;Gy3J;47.288863417887, 16.610039047667;47.6844259551, 17.83587320896
F39;Gy4B;47.288863417887, 16.610039047667;47.878391089477, 17.202565947927
F39;Gy9B;47.288863417887, 16.610039047667;47.902948731815, 21.569037024339
F4;F1;47.934507652422, 19.139606641347;47.736861467104, 18.369289524965
F4;F12;47.934507652422, 19.139606641347;47.82243068262, 18.98717170425
F4;F13;47.934507652422, 19.139606641347;47.683196594979, 18.097306861786
F4;F14;47.934507652422, 19.139606641347;47.745363022052, 17.647400881226
F4;F15;47.934507652422, 19.139606641347;48.031849194332, 19.807710583946
F4;F16;47.934507652422, 19.139606641347;48.25793719325, 20.350423487823
F4;F17;47.934507652422, 19.139606641347;48.293129223365, 20.448498019056
F4;F2;47.934507652422, 19.139606641347;47.725765423977, 18.046694497329
F4;F23;47.934507652422, 19.139606641347;47.144221988453, 21.675450249618
F4;F3;47.934507652422, 19.139606641347;47.884396938888, 17.241676802774
F4;F31;47.934507652422, 19.139606641347;46.263345770897, 19.533663359931
F4;F38;47.934507652422, 19.139606641347;46.811901582638, 16.565857119342
F4;F4;47.934507652422, 19.139606641347;47.934507652422, 19.139606641347
F4;F48;47.934507652422, 19.139606641347;48.0530521654, 19.0114679159
F4;F49;47.934507652422, 19.139606641347;48.1426427598, 19.8152150078
F4;F50;47.934507652422, 19.139606641347;48.0690258518, 19.2623480794
F4;F51;47.934507652422, 19.139606641347;48.0794121975, 19.3191435939
F4;F55;47.934507652422, 19.139606641347;47.3981145129, 19.3601850460
F4;F58;47.934507652422, 19.139606641347;47.348734, 19.120951
F4;F59;47.934507652422, 19.139606641347;47.142844, 18.531573
F4;F6;47.934507652422, 19.139606641347;47.152434273387, 20.196192733715
F4;Gy10B;47.934507652422, 19.139606641347;48.050402819184, 20.851648270691
F4;Gy10J;47.934507652422, 19.139606641347;48.048597304585, 20.852645963515
F4;Gy12B;47.934507652422, 19.139606641347;46.28526689547, 20.25356092992
F4;Gy13B;47.934507652422, 19.139606641347;47.310577659191, 19.2720015943
F4;Gy13J;47.934507652422, 19.139606641347;47.310726596496, 19.271736511801
F4;Gy14B;47.934507652422, 19.139606641347;47.018953622415, 19.59270077956
F4;Gy14J;47.934507652422, 19.139606641347;47.018760105536, 19.59289269823
F4;Gy15J;47.934507652422, 19.139606641347;46.866126652938, 19.645370179317
F4;Gy16B;47.934507652422, 19.139606641347;46.254056752729, 20.037780560567
F4;Gy16J;47.934507652422, 19.139606641347;46.254289780273, 20.037809455218
F4;Gy17B;47.934507652422, 19.139606641347;47.354805101314, 18.903312087371
F4;Gy17J;47.934507652422, 19.139606641347;47.354584280523, 18.903248756673
F4;Gy18B;47.934507652422, 19.139606641347;47.062438439262, 18.883476038175
F4;Gy1B;47.934507652422, 19.139606641347;47.474802619374, 18.852435494437
F4;Gy1J;47.934507652422, 19.139606641347;47.471964836026, 18.858080126141
F4;Gy21B;47.934507652422, 19.139606641347;47.423027828361, 18.886551751725
F4;Gy21J;47.934507652422, 19.139606641347;47.343748133722, 18.791711071512
F4;Gy22J;47.934507652422, 19.139606641347;47.031397673561, 18.270531556193
F4;Gy23J;47.934507652422, 19.139606641347;46.881273600414, 17.985593118956
F4;Gy25J;47.934507652422, 19.139606641347;46.441965611122, 16.811198315858
F4;Gy26B;47.934507652422, 19.139606641347;46.908495716101, 18.939777323335
F4;Gy2J;47.934507652422, 19.139606641347;47.683114431378, 18.003415637292
F4;Gy30B;47.934507652422, 19.139606641347;47.615748, 19.346989
F4;Gy31B;47.934507652422, 19.139606641347;47.671580, 19.634506
F4;Gy31J;47.934507652422, 19.139606641347;47.671580, 19.634506
F4;Gy32B;47.934507652422, 19.139606641347;47.361165, 19.219698
F4;Gy32J;47.934507652422, 19.139606641347;47.362003, 19.222118
F4;Gy34B;47.934507652422, 19.139606641347;47.9170992883, 17.1225847247
F4;Gy35J;47.934507652422, 19.139606641347;46.2154648690, 20.7062448209
F4;Gy37B;47.934507652422, 19.139606641347;47.6932, 19.1723
F4;Gy37J;47.934507652422, 19.139606641347;47.643, 19.1646
F4;Gy3J;47.934507652422, 19.139606641347;47.6844259551, 17.83587320896
F4;Gy4B;47.934507652422, 19.139606641347;47.878391089477, 17.202565947927
F4;Gy6B;47.934507652422, 19.139606641347;47.602227193286, 19.283884218405
F4;Gy6J;47.934507652422, 19.139606641347;47.593511108609, 19.210992980928
F4;Gy7J;47.934507652422, 19.139606641347;47.732635548066, 19.949321966416
F4;Gy8J;47.934507652422, 19.139606641347;47.861450724727, 21.043855642447
